theme,f1,precision,recall,tp,fp,fn,tn,occurrences
Three_Knights_Opening,0.04270462633451957,0.02214022140221402,0.6,6.0,265.0,4.0,9725.0,10.0
Philidor_Defense_Other_variations,0.042440318302387266,0.02247191011235955,0.38095238095238093,8.0,348.0,13.0,9631.0,21.0
Modern_Defense_Other_variations,0.042352941176470586,0.022670025188916875,0.32142857142857145,9.0,388.0,19.0,9584.0,28.0
Zukertort_Opening,0.04186046511627907,0.02192448233861145,0.46153846153846156,18.0,803.0,21.0,9158.0,39.0
Vienna_Game_Stanley_Variation,0.04166666666666667,0.025,0.125,1.0,39.0,7.0,9953.0,8.0
Kings_Indian_Defense_Normal_Variation,0.041493775933609964,0.021551724137931036,0.5555555555555556,5.0,227.0,4.0,9764.0,9.0
Queens_Pawn_Game_Accelerated_London_System,0.04139900071377587,0.021167883211678833,0.9354838709677419,29.0,1341.0,2.0,8628.0,31.0
Elephant_Gambit,0.041237113402061855,0.0213903743315508,0.5714285714285714,4.0,183.0,3.0,9810.0,7.0
Nimzo-Larsen_Attack,0.04113110539845758,0.021917808219178082,0.3333333333333333,8.0,357.0,16.0,9619.0,24.0
Scotch_Game_Classical_Variation,0.039603960396039604,0.02023608768971332,0.9230769230769231,12.0,581.0,1.0,9406.0,13.0
French_Defense_Exchange_Variation,0.039560439560439566,0.020642201834862386,0.47368421052631576,9.0,427.0,10.0,9554.0,19.0
Modern_Defense,0.03885714285714286,0.02031063321385902,0.4473684210526316,17.0,820.0,21.0,9142.0,38.0
Owen_Defense,0.03864734299516908,0.0213903743315508,0.2,4.0,183.0,16.0,9797.0,20.0
Kings_Gambit,0.038461538461538464,0.023809523809523808,0.1,1.0,41.0,9.0,9949.0,10.0
Zukertort_Opening_Sicilian_Invitation,0.037383177570093455,0.02040816326530612,0.2222222222222222,2.0,96.0,7.0,9895.0,9.0
Queens_Gambit_Declined_Other_variations,0.03717472118959108,0.0199203187250996,0.2777777777777778,5.0,246.0,13.0,9736.0,18.0
Bishops_Opening_Other_variations,0.03636363636363637,0.0189873417721519,0.42857142857142855,3.0,155.0,4.0,9838.0,7.0
English_Opening_Kings_English_Variation,0.036036036036036036,0.018867924528301886,0.4,12.0,624.0,18.0,9346.0,30.0
Four_Knights_Game_Italian_Variation,0.035928143712574856,0.019230769230769232,0.2727272727272727,3.0,153.0,8.0,9836.0,11.0
Vienna_Game_Max_Lange_Defense,0.03539823008849557,0.018691588785046728,0.3333333333333333,2.0,105.0,4.0,9889.0,6.0
Kings_Gambit_Other_variations,0.034934497816593885,0.0182648401826484,0.4,4.0,215.0,6.0,9775.0,10.0
Nimzowitsch_Defense,0.0345572354211663,0.017857142857142856,0.5333333333333333,8.0,440.0,7.0,9545.0,15.0
Sicilian_Defense_Other_variations,0.034482758620689655,0.01808785529715762,0.3684210526315789,7.0,380.0,12.0,9601.0,19.0
Slav_Defense_Quiet_Variation,0.03333333333333333,0.017341040462427744,0.42857142857142855,3.0,170.0,4.0,9823.0,7.0
Caro-Kann_Defense_Advance_Variation,0.033170731707317075,0.017,0.68,17.0,983.0,8.0,8992.0,25.0
Benoni_Defense_Old_Benoni,0.03260869565217392,0.017142857142857144,0.3333333333333333,3.0,172.0,6.0,9819.0,9.0
Kings_Pawn_Game_Leonardis_Variation,0.03260869565217392,0.017241379310344827,0.3,3.0,171.0,7.0,9819.0,10.0
Ruy_Lopez_Exchange_Variation,0.03225806451612903,0.01639344262295082,1.0,5.0,300.0,0.0,9695.0,5.0
Three_Knights_Opening_Other_variations,0.03225806451612903,0.01642710472279261,0.8888888888888888,8.0,479.0,1.0,9512.0,9.0
Scotch_Game_Other_variations,0.03206412825651302,0.016666666666666666,0.42105263157894735,8.0,472.0,11.0,9509.0,19.0
Kings_Gambit_Declined_Queens_Knight_Defense,0.032,0.016666666666666666,0.4,2.0,118.0,3.0,9877.0,5.0
Sicilian_Defense_Closed,0.03169572107765452,0.01615508885298869,0.8333333333333334,20.0,1218.0,4.0,8758.0,24.0
Scandinavian_Defense_Other_variations,0.03137254901960785,0.016260162601626018,0.4444444444444444,4.0,242.0,5.0,9749.0,9.0
Sicilian_Defense_Modern_Variations,0.03137254901960784,0.016666666666666666,0.26666666666666666,4.0,236.0,11.0,9749.0,15.0
Russian_Game_Italian_Variation,0.03125,0.016666666666666666,0.25,2.0,118.0,6.0,9874.0,8.0
Italian_Game_Blackburne-Kostic_Gambit,0.03076923076923077,0.016666666666666666,0.2,1.0,59.0,4.0,9936.0,5.0
Kings_Indian_Attack_Other_variations,0.03053435114503817,0.01568627450980392,0.5714285714285714,4.0,251.0,3.0,9742.0,7.0
Scandinavian_Defense_Modern_Variation,0.0303030303030303,0.01606425702811245,0.26666666666666666,4.0,245.0,11.0,9740.0,15.0
Kings_Gambit_Accepted_Bishops_Gambit,0.028985507246376812,0.015873015873015872,0.16666666666666666,1.0,62.0,5.0,9932.0,6.0
Scandinavian_Defense_Mieses-Kotroc_Variation,0.02888086642599278,0.0148975791433892,0.47058823529411764,8.0,529.0,9.0,9454.0,17.0
French_Defense_Normal_Variation,0.028673835125448032,0.014925373134328358,0.36363636363636365,4.0,264.0,7.0,9725.0,11.0
Bird_Opening,0.02824858757062147,0.014749262536873156,0.3333333333333333,5.0,334.0,10.0,9651.0,15.0
Sicilian_Defense_Najdorf_Variation,0.02793296089385475,0.014285714285714285,0.625,10.0,690.0,6.0,9294.0,16.0
Sicilian_Defense_Alapin_Variation,0.027624309392265196,0.014044943820224719,0.8333333333333334,15.0,1053.0,3.0,8929.0,18.0
Owen_Defense_Other_variations,0.0273972602739726,0.014450867052023121,0.2631578947368421,5.0,341.0,14.0,9640.0,19.0
Petrovs_Defense,0.02631578947368421,0.014285714285714285,0.16666666666666666,1.0,69.0,5.0,9925.0,6.0
Kings_Pawn_Game_Busch-Gass_Gambit,0.025974025974025972,0.013513513513513514,0.3333333333333333,2.0,146.0,4.0,9848.0,6.0
Bird_Opening_Dutch_Variation,0.02564102564102564,0.014285714285714285,0.125,1.0,69.0,7.0,9923.0,8.0
Englund_Gambit,0.024937655860349125,0.01288659793814433,0.38461538461538464,5.0,383.0,8.0,9604.0,13.0
Italian_Game_Anti-Fried_Liver_Defense,0.024922118380062305,0.01282051282051282,0.4444444444444444,4.0,308.0,5.0,9683.0,9.0
French_Defense_Knight_Variation,0.024489795918367346,0.012987012987012988,0.21428571428571427,3.0,228.0,11.0,9758.0,14.0
Caro-Kann_Defense_Exchange_Variation,0.023809523809523808,0.012178619756427604,0.5294117647058824,9.0,730.0,8.0,9253.0,17.0
Queens_Pawn_Game_London_System,0.023391812865497075,0.01282051282051282,0.13333333333333333,2.0,154.0,13.0,9831.0,15.0
Queens_Pawn_Game_Other_variations,0.02280501710376283,0.011723329425556858,0.4166666666666667,10.0,843.0,14.0,9133.0,24.0
Slav_Defense_Other_variations,0.022690437601296593,0.011627906976744186,0.4666666666666667,7.0,595.0,8.0,9390.0,15.0
Blackmar-Diemer_Gambit,0.02173913043478261,0.011009174311926606,0.8571428571428571,6.0,539.0,1.0,9454.0,7.0
Horwitz_Defense,0.021634615384615388,0.011029411764705883,0.5625,9.0,807.0,7.0,9177.0,16.0
Queens_Gambit_Accepted,0.021582733812949645,0.011538461538461539,0.16666666666666666,3.0,257.0,15.0,9725.0,18.0
Horwitz_Defense_Other_variations,0.021531100478468897,0.01097560975609756,0.5625,9.0,811.0,7.0,9173.0,16.0
Indian_Defense_Budapest_Defense,0.02112676056338028,0.01079136690647482,0.5,3.0,275.0,3.0,9719.0,6.0
Nimzo-Larsen_Attack_Modern_Variation,0.020905923344947737,0.01079136690647482,0.3333333333333333,3.0,275.0,6.0,9716.0,9.0
French_Defense_Tarrasch_Variation,0.020408163265306128,0.01098901098901099,0.14285714285714285,1.0,90.0,6.0,9903.0,7.0
Benoni_Defense_French_Benoni,0.020202020202020204,0.010638297872340425,0.2,1.0,93.0,4.0,9902.0,5.0
Ruy_Lopez_Cozio_Defense,0.01954397394136808,0.009933774834437087,0.6,3.0,299.0,2.0,9696.0,5.0
Sicilian_Defense_Taimanov_Variation,0.01904761904761905,0.010033444816053512,0.1875,3.0,296.0,13.0,9688.0,16.0
Russian_Game_Three_Knights_Game,0.018691588785046728,0.00980392156862745,0.2,1.0,101.0,4.0,9894.0,5.0
Kings_Indian_Attack,0.018669778296382732,0.009445100354191263,0.8,8.0,839.0,2.0,9151.0,10.0
Vienna_Game_Other_variations,0.01851851851851852,0.009404388714733543,0.6,3.0,316.0,2.0,9679.0,5.0
Dutch_Defense,0.01809954751131222,0.009852216748768473,0.1111111111111111,2.0,201.0,16.0,9781.0,18.0
Queens_Pawn_Game_Chigorin_Variation,0.017452006980802792,0.008841732979664015,0.6666666666666666,10.0,1121.0,5.0,8864.0,15.0
Nimzo-Indian_Defense,0.017167381974248927,0.008683068017366137,0.75,6.0,685.0,2.0,9307.0,8.0
Ruy_Lopez_Steinitz_Defense,0.01702127659574468,0.008620689655172414,0.6666666666666666,8.0,920.0,4.0,9068.0,12.0
Sicilian_Defense_Bowdler_Attack,0.016789087093389297,0.008519701810436636,0.5714285714285714,8.0,931.0,6.0,9055.0,14.0
Danish_Gambit,0.016771488469601678,0.008528784648187633,0.5,4.0,465.0,4.0,9527.0,8.0
Danish_Gambit_Other_variations,0.016666666666666666,0.00847457627118644,0.5,4.0,468.0,4.0,9524.0,8.0
Kings_Knight_Opening,0.016393442622950817,0.008426966292134831,0.3,3.0,353.0,7.0,9637.0,10.0
Nimzo-Larsen_Attack_Classical_Variation,0.016129032258064516,0.008620689655172414,0.125,1.0,115.0,7.0,9877.0,8.0
Vant_Kruijs_Opening_Other_variations,0.015455950540958266,0.007849293563579277,0.5,5.0,632.0,5.0,9358.0,10.0
Richter-Veresov_Attack,0.015444015444015443,0.007874015748031496,0.4,2.0,252.0,3.0,9743.0,5.0
Bishops_Opening_Vienna_Hybrid,0.015306122448979591,0.007772020725388601,0.5,3.0,383.0,3.0,9611.0,6.0
Sicilian_Defense_Kan_Variation,0.015209125475285173,0.007707129094412331,0.5714285714285714,4.0,515.0,3.0,9478.0,7.0
Bishops_Opening_Boi_Variation,0.015189873417721522,0.007692307692307693,0.6,3.0,387.0,2.0,9608.0,5.0
Sicilian_Defense_Smith-Morra_Gambit,0.015151515151515152,0.008064516129032258,0.125,1.0,123.0,7.0,9869.0,8.0
Kings_Gambit_Accepted_Cunningham_Defense,0.014992503748125939,0.007575757575757576,0.7142857142857143,5.0,655.0,2.0,9338.0,7.0
Queens_Gambit_Declined_Marshall_Defense,0.01492537313432836,0.007566204287515763,0.5454545454545454,6.0,787.0,5.0,9202.0,11.0
Sicilian_Defense_Open,0.014783526927138331,0.007478632478632479,0.6363636363636364,7.0,929.0,4.0,9060.0,11.0
Philidor_Defense_Exchange_Variation,0.014705882352941175,0.007633587786259542,0.2,1.0,130.0,4.0,9865.0,5.0
Queens_Pawn_Game_Zukertort_Variation,0.014669926650366746,0.007434944237918215,0.5454545454545454,6.0,801.0,5.0,9188.0,11.0
Italian_Game_Scotch_Gambit,0.014388489208633093,0.0072992700729927005,0.5,3.0,408.0,3.0,9586.0,6.0
Center_Game,0.014285714285714285,0.007633587786259542,0.1111111111111111,1.0,130.0,8.0,9861.0,9.0
Italian_Game_Other_variations,0.01413427561837456,0.007194244604316547,0.4,2.0,276.0,3.0,9719.0,5.0
Englund_Gambit_Complex,0.013956734124214934,0.007032348804500703,0.9090909090909091,10.0,1412.0,1.0,8577.0,11.0
Englund_Gambit_Other_variations,0.013856812933025405,0.0070921985815602835,0.3,3.0,420.0,7.0,9570.0,10.0
Four_Knights_Game_Spanish_Variation,0.013544018058690745,0.006880733944954129,0.42857142857142855,3.0,433.0,4.0,9560.0,7.0
Ponziani_Opening,0.013490725126475547,0.00686106346483705,0.4,4.0,579.0,6.0,9411.0,10.0
Sicilian_Defense_Lowenthal_Variation,0.013140604467805518,0.006675567423230975,0.4166666666666667,5.0,744.0,7.0,9244.0,12.0
Vant_Kruijs_Opening,0.012176560121765602,0.0061823802163833074,0.4,4.0,643.0,6.0,9347.0,10.0
French_Defense_La_Bourdonnais_Variation,0.012096774193548387,0.006109979633401222,0.6,3.0,488.0,2.0,9507.0,5.0
Semi-Slav_Defense,0.012048192771084336,0.006134969325153374,0.3333333333333333,4.0,648.0,8.0,9340.0,12.0
Sicilian_Defense_Hyperaccelerated_Dragon,0.012012012012012012,0.0061162079510703364,0.3333333333333333,2.0,325.0,4.0,9669.0,6.0
Sicilian_Defense_McDonnell_Attack,0.011976047904191616,0.006036217303822937,0.75,9.0,1482.0,3.0,8506.0,12.0
Bishops_Opening_Berlin_Defense,0.011764705882352941,0.005917159763313609,1.0,5.0,840.0,0.0,9155.0,5.0
Danish_Gambit_Accepted,0.011747430249632894,0.005912786400591279,0.8888888888888888,8.0,1345.0,1.0,8646.0,9.0
Queens_Gambit_Declined_Albin_Countergambit,0.011616650532429815,0.005847953216374269,0.8571428571428571,6.0,1020.0,1.0,8973.0,7.0
Queens_Gambit_Declined_Normal_Defense,0.011235955056179775,0.005780346820809248,0.2,1.0,172.0,4.0,9823.0,5.0
Queens_Gambit_Declined_Queens_Knight_Variation,0.0111731843575419,0.005681818181818182,0.3333333333333333,2.0,350.0,4.0,9644.0,6.0
English_Defense,0.011049723756906077,0.005573248407643312,0.6363636363636364,7.0,1249.0,4.0,8740.0,11.0
English_Defense_Other_variations,0.011014948859166013,0.005555555555555556,0.6363636363636364,7.0,1253.0,4.0,8736.0,11.0
Queens_Gambit_Declined_Harrwitz_Attack,0.010810810810810811,0.0054466230936819175,0.7142857142857143,5.0,913.0,2.0,9080.0,7.0
Bird_Opening_Other_variations,0.010526315789473684,0.005405405405405406,0.2,1.0,184.0,4.0,9811.0,5.0
Russian_Game_Other_variations,0.010526315789473684,0.005405405405405406,0.2,1.0,184.0,4.0,9811.0,5.0
Ruy_Lopez_Bird_Variation,0.010416666666666668,0.005405405405405406,0.14285714285714285,1.0,184.0,6.0,9809.0,7.0
Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack,0.010344827586206898,0.005199306759098787,1.0,6.0,1148.0,0.0,8846.0,6.0
Caro-Kann_Defense_Panov_Attack,0.010286554004408524,0.005177514792899409,0.7777777777777778,7.0,1345.0,2.0,8646.0,9.0
Sicilian_Defense_French_Variation,0.010217113665389528,0.005161290322580645,0.5,4.0,771.0,4.0,9221.0,8.0
Caro-Kann_Defense_Hillbilly_Attack,0.00975609756097561,0.005,0.2,1.0,199.0,4.0,9796.0,5.0
Zukertort_Opening_Tennison_Gambit,0.009345794392523364,0.004724409448818898,0.42857142857142855,3.0,632.0,4.0,9361.0,7.0
Ponziani_Opening_Jaenisch_Counterattack,0.00919963201471941,0.004629629629629629,0.7142857142857143,5.0,1075.0,2.0,8918.0,7.0
Grob_Opening,0.009153318077803204,0.00461361014994233,0.5714285714285714,4.0,863.0,3.0,9130.0,7.0
Englund_Gambit_Complex_Englund_Gambit,0.009070294784580499,0.004608294930875576,0.2857142857142857,2.0,432.0,5.0,9561.0,7.0
Sicilian_Defense_Lasker-Pelikan_Variation,0.008771929824561403,0.00441306266548985,0.7142857142857143,5.0,1128.0,2.0,8865.0,7.0
Queens_Gambit_Declined_Modern_Variation,0.00851063829787234,0.004284490145672665,0.625,5.0,1162.0,3.0,8830.0,8.0
Van_Geet_Opening,0.008424599831508003,0.004230118443316413,1.0,5.0,1177.0,0.0,8818.0,5.0
Grob_Opening_Other_variations,0.008410428931875526,0.004222972972972973,1.0,5.0,1179.0,0.0,8816.0,5.0
Hungarian_Opening,0.008290155440414507,0.0041753653444676405,0.5714285714285714,4.0,954.0,3.0,9039.0,7.0
Four_Knights_Game_Scotch_Variation_Accepted,0.0082389289392379,0.004140786749482402,0.8,4.0,962.0,1.0,9033.0,5.0
Dutch_Defense_Other_variations,0.008108108108108107,0.004076086956521739,0.75,6.0,1466.0,2.0,8526.0,8.0
Queens_Pawn_Game_Mason_Variation,0.007984031936127744,0.004008016032064128,1.0,6.0,1491.0,0.0,8503.0,6.0
Queens_Gambit_Accepted_Old_Variation,0.007604562737642586,0.0038461538461538464,0.3333333333333333,2.0,518.0,4.0,9476.0,6.0
Caro-Kann_Defense_Maroczy_Variation,0.00730816077953715,0.003667481662591687,1.0,6.0,1630.0,0.0,8364.0,6.0
English_Opening_Agincourt_Defense,0.007173601147776184,0.003599712023038157,1.0,5.0,1384.0,0.0,8611.0,5.0
Rapport-Jobava_System_Other_variations,0.006868131868131868,0.0034482758620689655,0.8333333333333334,5.0,1445.0,1.0,8549.0,6.0
Polish_Opening,0.006808510638297872,0.003424657534246575,0.5714285714285714,4.0,1164.0,3.0,8829.0,7.0
Rapport-Jobava_System,0.006788866259334691,0.0034083162917518746,0.8333333333333334,5.0,1462.0,1.0,8532.0,6.0
Queens_Gambit_Accepted_Other_variations,0.006662225183211193,0.0033444816053511705,0.8333333333333334,5.0,1490.0,1.0,8504.0,6.0
Vienna_Game_Vienna_Gambit,0.006644518272425249,0.0033783783783783786,0.2,1.0,295.0,4.0,9700.0,5.0
Sicilian_Defense_Delayed_Alapin_Variation,0.006557377049180328,0.0032921810699588477,0.8,4.0,1211.0,1.0,8784.0,5.0
French_Defense_Winawer_Variation,0.006535947712418301,0.003286770747740345,0.5714285714285714,4.0,1213.0,3.0,8780.0,7.0
Danish_Gambit_Accepted_Copenhagen_Defense,0.0065359477124183,0.0032858707557502738,0.6,3.0,910.0,2.0,9085.0,5.0
Sicilian_Defense_Smith-Morra_Gambit_Accepted,0.006389776357827476,0.0032119914346895075,0.6,3.0,931.0,2.0,9064.0,5.0
Sicilian_Defense_Grand_Prix_Attack,0.005813953488372093,0.0029498525073746312,0.2,1.0,338.0,4.0,9657.0,5.0
Indian_Defense_London_System,0.005639097744360902,0.0028328611898017,0.6,3.0,1056.0,2.0,8939.0,5.0
Torre_Attack,0.004723665564478035,0.0023674242424242425,1.0,5.0,2107.0,0.0,7888.0,5.0
Caro-Kann_Defense_Classical_Variation,0.0046865846514352666,0.0023501762632197414,0.8,4.0,1698.0,1.0,8297.0,5.0
Caro-Kann_Defense_Two_Knights_Attack,0.004476275738585497,0.0022431583669807087,1.0,5.0,2224.0,0.0,7771.0,5.0
Englund_Gambit_Declined,0.004188481675392671,0.002105263157894737,0.4,2.0,948.0,3.0,9047.0,5.0
Hungarian_Opening_Other_variations,0.004020100502512562,0.00202020202020202,0.4,2.0,988.0,3.0,9007.0,5.0
